注文ID,日付,店舗,カテゴリ,商品名,単価,数量,割引率,支払方法,担当者
ORD027917,2024-07-27,名古屋店,食品,水,21886,6,10.0,クレジットカード,佐藤
ORD027918,2024-02-23,広島店,美容,BBクリーム,3537,1,0.0,クレジットカード,鈴木
ORD027919,2024-11-28,広島店,衣類,ジャケット,20418,9,0.0,交通系IC,鈴木
ORD027920,2024-09-15,オンライン ,ゲーム,ゲームソフト,13478,4,0.0,交通系IC,伊藤
ORD027921,2024-05-16,東京店,スポーツ,ヨガマット,4314,7,5.0,クレジットカード,伊藤
ORD027922,2024-11-27,東京店,ゲーム,ゲームソフト,10803,,5.0,クレジットカード,佐藤
ORD027923,2024-10-02,大阪店,家電,マウス,17685,2,0.0,PayPay,高橋
ORD027924,2024-04-30,広島店,本,参考書,17945,5,5.0,現金,山本
ORD027925,2024-07-20,福岡店,衣類,ズボン,26594,9,10.0,PayPay,高橋
ORD027926,2024-12-11,広島店,スポーツ,プロテイン,10613,8,20.0,PayPay,田中
ORD027927,2024-02-26,福岡店,本,漫画,14403,7,5.0,クレジットカード,佐藤
ORD027928,2024-02-15,名古屋店,家電,キーボード,2389,9,20.0,PayPay,鈴木
ORD027929,2024-01-25,名古屋店,衣類,靴下,24855,5,5.0,PayPay,伊藤
ORD027930,2024-07-16,名古屋店,食品,カップ麺,"¥4,157",8,10.0,現金,田中
ORD027931,2024-11-15,東京店,ゲーム,ゲームソフト,16938,9,0.0,クレジットカード,渡辺
ORD027932,2024年03月09日,名古屋店,ゲーム,ゲームソフト,9552,5,5.0,現金,伊藤
ORD027933,2024-11-28,東京店,食品,水,11704,10,0.0,交通系IC,鈴木
ORD027934,2024-06-07,オンライン,家電 ,USBメモリ,14190,8,0.0,PayPay,佐藤
ORD027935,2024-06-17,名古屋店,衣類 ,靴下,不明,7,5.0,現金,鈴木
ORD027936,2024-03-14,東京店,美容,日焼け止め,13659,4,0.0,クレジットカード,佐藤
ORD027937,2024年02月18日,広島店,食品,カップ麺,7454,6,0.0,現金,伊藤
ORD027938,2024-08-18,広島店 ,食品,お茶,6801,1,0.0,PayPay,山本
ORD027939,2024-10-14,東京店,本,小説,11120,10,0.0,現金,山本
ORD027940,2024-04-05,東京店,美容,BBクリーム,4537,10,20.0,PayPay,山本
ORD027941,2024年02月10日,大阪店,家電,イヤホン,4074,10,0.0,クレジットカード,高橋
ORD027942,2024-01-14,オンライン,美容,シャンプー,10132,9,5.0,PayPay,田中
ORD027943,2024-08-14,広島店,家電,モニター,11828,10,5.0,PayPay,佐藤
ORD027944,2024-08-19,オンライン,美容,シャンプー,16453,3,10.0,PayPay,伊藤
ORD027945,2024/07/28,大阪店,美容,日焼け止め,26230,2,5.0,クレジットカード,高橋
ORD027946,2024-07-23,オンライン,食品,パン,1770,5,,PayPay,伊藤
ORD027947,2024-04-23,名古屋店,衣類,Tシャツ,18572,2,0.0,クレジットカード,田中
ORD027948,2024-12-17,オンライン,ゲーム,ゲームソフト,10757,3,5.0,PayPay,山本
ORD027949,2024-12-14,名古屋店,美容,化粧水,990,7,0.0,クレジットカード,高橋
ORD027950,2024-11-22,大阪店,衣類,ジャケット,7540,9,20.0,PayPay,渡辺
ORD027951,2024-04-16,大阪店,本,雑誌,24810,4,0.0,交通系IC,伊藤
ORD027952,2024-07-11,オンライン,美容,日焼け止め,15982,7,,クレジットカード,田中
ORD027953,2024-02-10,広島店,衣類,Tシャツ,24664,5,0.0,現金,高橋
ORD027954,2024/11/15,福岡店,美容 ,シャンプー,13051,7,10.0,交通系IC,高橋
ORD027955,2024-02-05,東京店,本,参考書,18347,4,5.0,クレジットカード,鈴木
ORD027956,2024-12-11,オンライン,衣類,Tシャツ,18684,6,5.0,クレジットカード,渡辺
ORD027957,2024-04-20,福岡店,食品,お茶,10696,5,10.0,交通系IC,山本
ORD027958,2024-11-12,広島店,ゲーム,コントローラー,23344,9,0.0,PayPay,田中
ORD027959,2024-05-23,広島店,美容,日焼け止め,2748,1,10.0,交通系IC,高橋
ORD027960,2024-01-20,広島店,ゲーム,コントローラー,15426,5,,交通系IC,田中
ORD027961,2024-06-03,東京店,家電,USBメモリ,"¥2,020",4,20.0,クレジットカード,鈴木
ORD027962,2024-03-26,大阪店,スポーツ,ダンベル,19369,4,20.0,PayPay,高橋
ORD027963,2024-09-22,大阪店,家電,キーボード,"¥20,853",5,,クレジットカード,佐藤
ORD027964,2024年08月07日,名古屋店,家電,モニター,25090,3,0.0,交通系IC,鈴木
ORD027965,2024-04-16,東京店,本,小説,16603,10,0.0,クレジットカード,伊藤
ORD027966,2024-05-02,福岡店,食品,弁当,19570,6,20.0,クレジットカード,鈴木
ORD027967,2024-01-26,広島店,食品,お茶,8812,5,5.0,交通系IC,鈴木
ORD027968,2024-01-26,福岡店,ゲーム,ヘッドセット,8198,4,0.0,交通系IC,渡辺
ORD027969,2024/02/11,オンライン,美容,化粧水,23860,2,5.0,クレジットカード,山本
ORD027970,2024-06-03,大阪店,家電,キーボード,21341,5,0.0,PayPay,渡辺
ORD027971,2024-07-25,東京店,衣類,Tシャツ,12455,6,0.0,交通系IC,伊藤
ORD027972,2024-02-15,福岡店,衣類 ,Tシャツ,29799,10,0.0,クレジットカード,高橋
ORD027973,2024-04-23,大阪店,衣類,ズボン,27625,1,10.0,交通系IC,山本
ORD027974,2024-11-28,東京店,食品,弁当,5162,5,0.0,クレジットカード,高橋
ORD027975,2024-02-28,東京店,本,漫画,16819,6,10.0,クレジットカード,高橋
ORD027976,2024年01月24日,名古屋店,本,参考書,19562,9,0.0,現金,伊藤
ORD027977,2024-10-17,名古屋店,ゲーム,ゲームソフト,18685,5,,現金,山本
ORD027978,2024-01-03,オンライン,食品,おにぎり,25970,10,,クレジットカード,鈴木
ORD027979,2024年05月20日,大阪店,美容,日焼け止め,27030,8,0.0,PayPay,田中
ORD027980,2024-07-07,オンライン,家電,キーボード,29284,9,10.0,交通系IC,鈴木
ORD027981,2024-12-05,名古屋店,衣類,ズボン,6947,1,0.0,PayPay,山本
ORD027982,2024-06-28,広島店 ,食品,水,19879,3,,現金,田中
ORD027983,2024/07/05,名古屋店,家電,モニター,27620,8,0.0,PayPay,佐藤
ORD027984,2024-01-17,福岡店,食品,水,14552,10,10.0,クレジットカード,山本
ORD027985,2024-09-12,大阪店,スポーツ,プロテイン,14441,7,0.0,交通系IC,高橋
ORD027986,2024-12-21,福岡店,食品,おにぎり,8173,5,5.0,交通系IC,渡辺
ORD027987,2024-11-09,福岡店,美容,BBクリーム,"¥16,354",6,0.0,現金,高橋
ORD027988,2024-03-21,大阪店,家電,マウス,16245,7,,交通系IC,伊藤
ORD027989,2024/04/24,大阪店,ゲーム,ゲームソフト,6259,9,5.0,交通系IC,鈴木
ORD027990,2024-05-08,大阪店,衣類,Tシャツ,25441,8,5.0,クレジットカード,高橋
ORD027991,2024-03-16,広島店,スポーツ,プロテイン,1453,9,0.0,クレジットカード,佐藤
ORD027992,2024-06-19,オンライン,ゲーム,ゲームソフト,22941,3,5.0,PayPay,高橋
ORD027993,2024-02-13,オンライン,スポーツ,ヨガマット,26895,3,0.0,交通系IC,鈴木
ORD027994,2024-09-08,名古屋店,美容,日焼け止め,20694,10,,クレジットカード,伊藤
ORD027995,2024-11-30,名古屋店,食品,おにぎり,2915,4,10.0,PayPay,山本
ORD027996,2024-04-17,東京店,本,小説,17391,5,0.0,交通系IC,渡辺
ORD027997,2024-08-17,広島店,家電,イヤホン,3008,6,10.0,PayPay,山本
ORD027998,2024年06月13日,広島店,スポーツ,シューズ,29781,8,0.0,クレジットカード,高橋
ORD027999,2024-02-12,東京店,衣類,靴下,9002,,20.0,交通系IC,伊藤
ORD028000,2024-02-11,名古屋店,ゲーム ,ゲームソフト,4907,1,10.0,PayPay,鈴木
ORD028001,2024-11-16,大阪店,スポーツ,プロテイン,20079,,0.0,PayPay,高橋
ORD028002,2024-01-05,大阪店,衣類,靴下,11559,10,5.0,クレジットカード,田中
ORD028003,2024-12-21,広島店,スポーツ,プロテイン,23875,9,,クレジットカード,山本
ORD028004,2024-05-28,名古屋店,ゲーム,コントローラー,17869,2,0.0,現金,鈴木
ORD028005,2024-01-25,広島店,家電,キーボード,4248,5,0.0,クレジットカード,佐藤
ORD028006,2024-11-07,東京店,衣類,ズボン,26370,10,0.0,PayPay,山本
ORD028007,2024-07-17,東京店,ゲーム,ヘッドセット,2114,2,0.0,現金,山本
ORD028008,2024-09-22,広島店,美容,シャンプー,3830,4,20.0,クレジットカード,渡辺
ORD028009,2024-02-24,福岡店,本,漫画,4472,8,0.0,現金,渡辺
ORD028010,2024-06-30,広島店,美容,シャンプー,16439,3,0.0,現金,山本
ORD028011,2024-04-06,オンライン,衣類,Tシャツ,12656,4,0.0,クレジットカード,鈴木
ORD028012,2024-10-24,東京店,スポーツ,ヨガマット,"¥7,317",1,0.0,クレジットカード,田中
ORD028013,2024-09-25,広島店,食品,弁当,7549,7,0.0,交通系IC,佐藤
ORD028014,2024-05-05,東京店,衣類,ジャケット,2109,8,0.0,交通系IC,高橋
ORD028015,2024-09-28,大阪店,本,雑誌,22277,4,0.0,現金,鈴木
ORD028016,2024-09-17,名古屋店,スポーツ,ヨガマット,13485,5,0.0,クレジットカード,伊藤
ORD028017,2024-02-02,広島店,食品 ,お茶,27364,2,5.0,クレジットカード,渡辺
ORD028018,2024-05-25,オンライン,家電,USBメモリ,27680,5,,PayPay,伊藤
ORD028019,2024/12/21,福岡店,本,漫画,28320,10,20.0,PayPay,高橋
ORD028020,2024-07-15,大阪店,衣類,ズボン,13838,1,10.0,交通系IC,渡辺
ORD028021,2024-09-19,東京店,スポーツ,シューズ,17285,10,20.0,現金,伊藤
ORD028022,2024-03-30,広島店,本,雑誌,10189,1,,PayPay,鈴木
ORD028023,2024-12-15,オンライン,食品,パン,14603,9,5.0,PayPay,高橋
ORD028024,2024-10-13,福岡店,本,雑誌,4112,7,0.0,クレジットカード,田中
ORD028025,2024-04-05,大阪店,食品,パン,10763,2,10.0,PayPay,渡辺
ORD028026,2024-08-08,オンライン,美容,BBクリーム,5201,10,0.0,交通系IC,鈴木
ORD028027,2024-02-19,オンライン,ゲーム,ヘッドセット,20911,10,5.0,交通系IC,高橋
ORD028028,2024年07月08日,オンライン,美容,日焼け止め,9920,9,,クレジットカード,田中
ORD028029,2024-08-31,名古屋店,衣類,靴下,12792,10,,交通系IC,渡辺
ORD028030,2024-12-15,名古屋店,スポーツ,シューズ,10257,5,10.0,現金,高橋
ORD028031,2024-06-23,福岡店,美容,日焼け止め,24765,10,0.0,交通系IC,渡辺
ORD028032,2024-05-20,オンライン,ゲーム,コントローラー,4142,8,10.0,交通系IC,山本
ORD028033,2024-06-17,東京店,衣類,ジャケット,17627,3,0.0,交通系IC,佐藤
ORD028034,2024-05-11,福岡店,家電,キーボード,2995,6,0.0,現金,高橋
ORD028035,2024-04-13,広島店,美容,日焼け止め,8717,9,0.0,交通系IC,田中
ORD028036,2024-10-24,オンライン,家電,USBメモリ,2816,5,0.0,クレジットカード,渡辺
ORD028037,2024-04-07,オンライン,スポーツ,シューズ,18223,8,10.0,現金,山本
ORD028038,2024-02-27,東京店,ゲーム,ヘッドセット,10846,10,,現金,渡辺
ORD028039,2024/02/09,オンライン,食品,おにぎり,29644,2,0.0,交通系IC,高橋
ORD028040,2024-08-16,福岡店,スポーツ,プロテイン,12549,6,0.0,PayPay,田中
ORD028041,2024-03-24,福岡店,美容,BBクリーム,2979,4,0.0,クレジットカード,伊藤
ORD028042,2024-07-26,大阪店,家電,イヤホン,"¥3,081",1,,交通系IC,山本
ORD028043,2024-06-11,広島店,衣類,ジャケット,21607,6,10.0,現金,鈴木
ORD028044,2024-03-22,名古屋店,ゲーム,ゲームソフト,18705,5,0.0,PayPay,佐藤
ORD028045,2024-02-20,大阪店,美容,BBクリーム,13868,9,,クレジットカード,伊藤
ORD028046,2024-01-19,東京店,衣類,ズボン,15142,1,0.0,現金,山本
ORD028047,2024-11-02,名古屋店,家電,USBメモリ,15146,5,5.0,クレジットカード,田中
ORD028048,2024-08-04,大阪店,ゲーム,コントローラー,1955,3,20.0,クレジットカード,山本
ORD028049,2024-11-10,大阪店,家電,USBメモリ,8479,5,0.0,クレジットカード,伊藤
ORD028050,2024-10-27,大阪店,本 ,小説,16708,2,5.0,交通系IC,伊藤
ORD028051,2024年11月07日,名古屋店,ゲーム,ゲームソフト,3984,8,10.0,クレジットカード,田中
ORD028052,2024-05-28,オンライン,スポーツ,プロテイン,6452,7,10.0,PayPay,鈴木
ORD028053,2024-12-13,広島店,美容,化粧水,25388,1,20.0,交通系IC,山本
ORD028054,2024-08-03,広島店,食品,パン,15598,4,10.0,PayPay,山本
ORD028055,2024/04/06,大阪店,家電,モニター,21034,4,,PayPay,佐藤
ORD028056,2024-10-05,広島店,家電,イヤホン,14976,2,,交通系IC,渡辺
ORD028057,2024-07-27,オンライン,スポーツ,ダンベル,28769,10,0.0,交通系IC,伊藤
ORD028058,2024-06-14,福岡店,スポーツ,ダンベル,13352,6,0.0,PayPay,佐藤
ORD028059,2024-08-18,広島店,衣類,ジャケット,12554,8,0.0,現金,山本
ORD028060,2024-04-21,東京店,ゲーム,ヘッドセット,24319,8,20.0,PayPay,鈴木
ORD028061,2024-12-13,広島店,衣類,ジャケット,15342,10,0.0,現金,佐藤
ORD028062,2024-10-02,オンライン,衣類,ジャケット,"¥7,087",2,0.0,交通系IC,山本
ORD028063,2024-11-27,福岡店,スポーツ,ダンベル,24829,9,0.0,クレジットカード,鈴木
ORD028064,2024/10/18,広島店,本,漫画,"¥24,592",6,20.0,PayPay,田中
ORD028065,2024-07-21,広島店,美容,日焼け止め,2223,3,0.0,現金,佐藤
ORD028066,2024-05-10,オンライン,本,漫画,26076,5,,PayPay,山本
ORD028067,2024-07-25,福岡店,食品,お茶,11502,10,0.0,交通系IC,山本
ORD028068,2024-10-24,福岡店,美容,シャンプー,22383,10,0.0,現金,伊藤
ORD028069,2024-08-10,名古屋店,スポーツ,ダンベル,25810,9,10.0,クレジットカード,山本
ORD028070,2024-12-15,広島店,スポーツ,ダンベル,27377,5,5.0,交通系IC,山本
ORD028071,2024-11-18,名古屋店,食品,カップ麺,6035,10,0.0,交通系IC,渡辺
ORD028072,2024-11-06,広島店,ゲーム,ゲームソフト,8662,,10.0,クレジットカード,佐藤
ORD028073,2024年08月20日,東京店,食品,水,468,1,10.0,現金,佐藤
ORD028074,2024-10-09,広島店,家電,イヤホン,14752,7,,交通系IC,高橋
ORD028075,2024-10-19,福岡店,ゲーム,ヘッドセット,727,3,0.0,現金,高橋
ORD028076,2024-05-07,名古屋店,衣類,ジャケット,22567,10,0.0,現金,佐藤
ORD028077,2024-06-09,,スポーツ,シューズ,1980,8,10.0,PayPay,田中
ORD028078,2024-10-31,,家電,モニター,27343,10,10.0,クレジットカード,山本
ORD028079,2024-03-04,名古屋店,食品,パン,1222,10,5.0,クレジットカード,伊藤
ORD028080,2024-05-23,大阪店,ゲーム,コントローラー,6830,6,0.0,クレジットカード,伊藤
ORD028081,2024年03月20日,広島店,スポーツ,ダンベル,4217,3,,PayPay,伊藤
ORD028082,2024-07-16,名古屋店,本,参考書,13378,9,10.0,交通系IC,高橋
ORD028083,2024-10-09,広島店,食品 ,おにぎり,19266,10,,交通系IC,佐藤
ORD028084,2024-12-23,福岡店,美容,化粧水,24080,10,,クレジットカード,佐藤
ORD028085,2024-06-15,広島店,食品,おにぎり,3291,5,,PayPay,佐藤
ORD028086,2024-10-05,福岡店,スポーツ,プロテイン,23140,8,,PayPay,佐藤
ORD028087,2024-12-12,広島店,ゲーム,ゲームソフト,24639,2,10.0,PayPay,佐藤
ORD028088,2024-11-10,オンライン,スポーツ,プロテイン,4209,2,0.0,交通系IC,山本
ORD028089,2024-07-26,大阪店,食品,おにぎり,29783,1,0.0,クレジットカード,高橋
ORD028090,2024-11-29,名古屋店,本,漫画,12913,10,20.0,PayPay,高橋
ORD028091,2024-03-24,名古屋店,食品,パン,10881,4,10.0,クレジットカード,渡辺
ORD028092,2024-01-13,福岡店,衣類 ,Tシャツ,4706,10,0.0,PayPay,鈴木
ORD028093,2024-11-01,福岡店,,参考書,20438,5,0.0,PayPay,鈴木
ORD028094,2024-07-20,オンライン,家電,マウス,24412,3,0.0,現金,伊藤
ORD028095,2024-06-21,東京店,食品,おにぎり,14944,9,,PayPay,山本
ORD028096,2024-02-04,福岡店,スポーツ,シューズ,24818,6,0.0,クレジットカード,渡辺
ORD028097,2024-10-05,オンライン,衣類,靴下,18428,5,5.0,交通系IC,山本
ORD028098,2024-09-14,オンライン ,ゲーム,ゲームソフト,20712,6,10.0,クレジットカード,伊藤
ORD028099,2024-11-22,広島店,家電,マウス,29780,5,,交通系IC,渡辺
ORD028100,2024-08-02,東京店,食品,弁当,16843,7,0.0,PayPay,山本
ORD028101,2024-02-22,東京店,家電,マウス,23706,8,0.0,PayPay,佐藤
ORD028102,2024-07-02,オンライン,家電,イヤホン,1643,6,0.0,現金,鈴木
ORD028103,2024-01-17,名古屋店,衣類,ジャケット,4215,3,0.0,クレジットカード,高橋
ORD028104,2024-12-22,大阪店,衣類,ズボン,13630,9,10.0,クレジットカード,山本
ORD028105,2024-01-16,オンライン,スポーツ,プロテイン,24854,2,5.0,クレジットカード,田中
ORD028106,2024-06-04,東京店,家電,キーボード,1585,1,20.0,PayPay,山本
ORD028107,2024-07-07,福岡店,美容,日焼け止め,2641,10,0.0,クレジットカード,高橋
ORD028108,2024-07-11,名古屋店 ,スポーツ,プロテイン,22480,2,5.0,PayPay,佐藤
ORD028109,2024-07-18,オンライン,食品,水,8213,9,,クレジットカード,鈴木
ORD028110,2024-12-08,東京店,スポーツ,シューズ,3824,7,5.0,現金,伊藤
ORD028111,2024-11-19,東京店,衣類,ジャケット,6660,10,0.0,PayPay,佐藤
ORD028112,2024-11-23,名古屋店,ゲーム,ヘッドセット,6968,4,0.0,交通系IC,佐藤
ORD028113,2024-01-20,大阪店,本,雑誌,24196,7,0.0,現金,伊藤
ORD028114,2024-02-22,福岡店,衣類,ズボン,9104,10,5.0,クレジットカード,伊藤
ORD028115,2024-10-29,オンライン,美容,シャンプー,28546,4,5.0,PayPay,伊藤
ORD028116,2024-04-16,オンライン,衣類,靴下,17810,10,,PayPay,高橋
ORD028117,2024-12-26,東京店,衣類,Tシャツ,21895,9,,現金,鈴木
ORD028118,2024年10月08日,オンライン,家電,USBメモリ,19469,6,0.0,PayPay,佐藤
ORD028119,2024-04-10,オンライン,衣類,ズボン,"¥8,351",10,0.0,現金,伊藤
ORD028120,2024-01-21,名古屋店,家電,USBメモリ,25969,2,0.0,PayPay,高橋
ORD028121,2024-01-15,東京店,スポーツ,プロテイン,14272,1,10.0,交通系IC,山本
ORD028122,2024-05-10,オンライン,スポーツ,プロテイン,12258,1,,現金,鈴木
ORD028123,2024-08-01,オンライン,家電,マウス,26621,2,20.0,交通系IC,高橋
ORD028124,2024-07-05,広島店,ゲーム,ゲームソフト,13723,8,10.0,PayPay,伊藤
ORD028125,2024-06-02,名古屋店 ,スポーツ,ヨガマット,6395,1,10.0,交通系IC,高橋
ORD028126,2024/09/22,名古屋店 ,本,小説,9484,4,10.0,現金,佐藤
ORD028127,2024-08-29,名古屋店,衣類,ジャケット,5219,5,,現金,佐藤
ORD028128,2024-09-18,名古屋店,スポーツ,ヨガマット,14325,1,20.0,現金,佐藤
ORD028129,2024-07-07,名古屋店,衣類,Tシャツ,16349,9,5.0,クレジットカード,山本
ORD028130,2024年11月12日,東京店,本,小説,不明,8,0.0,現金,伊藤
ORD028131,2024-11-01,広島店 ,美容,日焼け止め,16336,5,0.0,クレジットカード,渡辺
ORD028132,2024-01-01,大阪店,食品,水,22835,7,0.0,クレジットカード,渡辺
ORD028133,2024-05-20,大阪店,家電,USBメモリ,28275,2,0.0,クレジットカード,山本
ORD028134,2024年05月06日,名古屋店,衣類,Tシャツ,24638,8,,交通系IC,伊藤
ORD028135,2024-07-06,大阪店,本,小説,1991,7,0.0,クレジットカード,伊藤
ORD028136,2024-09-20,広島店,食品,水,10188,8,20.0,現金,渡辺
ORD028137,2024-06-14,福岡店,美容,シャンプー,4721,2,0.0,PayPay,渡辺
ORD028138,2024-04-03,大阪店,本,小説,21036,3,0.0,現金,伊藤
ORD028139,2024-07-19,名古屋店,衣類,Tシャツ,7410,6,0.0,現金,鈴木
ORD028140,2024-05-13,大阪店,美容,シャンプー,20132,3,10.0,交通系IC,佐藤
ORD028141,2024-08-21,大阪店,美容,シャンプー,不明,2,5.0,PayPay,伊藤
ORD028142,2024-01-19,大阪店,ゲーム,コントローラー,27176,,10.0,クレジットカード,山本
ORD028143,2024-07-21,福岡店,家電,キーボード,7585,4,20.0,現金,鈴木
ORD028144,2024-08-05,福岡店,衣類,ズボン,23721,8,,クレジットカード,山本
ORD028145,2024-05-18,,ゲーム,ヘッドセット,18573,10,10.0,現金,高橋
ORD028146,2024-01-30,東京店,ゲーム,コントローラー,27650,10,20.0,クレジットカード,山本
ORD028147,2024-08-15,東京店,ゲーム,ゲームソフト,8137,4,10.0,PayPay,山本
ORD028148,2024-02-21,オンライン,美容,BBクリーム,3046,6,5.0,交通系IC,高橋
ORD028149,2024-04-10,大阪店,スポーツ,シューズ,14737,5,0.0,現金,田中
ORD028150,2024-03-09,東京店,本,参考書,22672,10,20.0,現金,佐藤
ORD028151,2024-10-13,大阪店,本,雑誌,7917,2,5.0,現金,渡辺
ORD028152,2024-10-19,名古屋店 ,衣類,ズボン,29463,4,10.0,クレジットカード,山本
ORD028153,2024-06-13,大阪店,スポーツ,ヨガマット,8380,5,5.0,,佐藤
ORD028154,2024-04-14,広島店,家電,マウス,16108,6,0.0,交通系IC,鈴木
ORD028155,2024-07-03,広島店,本,参考書,18577,5,20.0,現金,鈴木
ORD028156,2024-02-29,広島店,美容,BBクリーム,19094,1,0.0,交通系IC,佐藤
ORD028157,2024-11-25,広島店,ゲーム,ヘッドセット,21004,10,0.0,交通系IC,鈴木
ORD028158,2024-09-10,大阪店,家電,モニター,8671,3,5.0,クレジットカード,伊藤
ORD028159,2024-01-07,広島店,美容,シャンプー,19279,3,0.0,交通系IC,高橋
ORD028160,2024-11-11,東京店,美容,シャンプー,不明,7,5.0,交通系IC,渡辺
ORD028161,2024-02-16,東京店,ゲーム,ヘッドセット,18782,1,0.0,現金,渡辺
ORD028162,2024-12-17,大阪店,家電,マウス,2731,7,,交通系IC,伊藤
ORD028163,2024-07-21,名古屋店,美容,シャンプー,21622,2,0.0,クレジットカード,鈴木
ORD028164,2024-11-22,東京店,美容,化粧水,13874,8,0.0,PayPay,田中
ORD028165,2024-07-12,名古屋店,本,小説,29202,4,,現金,伊藤
ORD028166,2024-08-01,オンライン,美容,BBクリーム,13552,3,0.0,現金,伊藤
ORD028167,2024-11-11,福岡店,ゲーム,ゲームソフト,27975,6,0.0,PayPay,鈴木
ORD028168,2024/12/08,名古屋店,美容,日焼け止め,4870,2,0.0,PayPay,高橋
ORD028169,2024-07-30,東京店,美容,化粧水,"¥7,167",5,0.0,クレジットカード,渡辺
ORD028170,2024-05-28,大阪店,家電,イヤホン,26738,7,0.0,PayPay,高橋
ORD028171,2024-11-04,東京店,スポーツ,ヨガマット,17779,3,0.0,PayPay,渡辺
ORD028172,2024-03-14,大阪店,衣類,ズボン,24757,1,0.0,クレジットカード,田中
ORD028173,2024-04-18,福岡店,美容,日焼け止め,20471,2,0.0,現金,渡辺
ORD028174,2024年10月02日,福岡店,美容,シャンプー,4695,,0.0,現金,伊藤
ORD028175,2024-09-06,福岡店,スポーツ,ヨガマット,15502,7,10.0,クレジットカード,山本
ORD028176,2024-01-25,オンライン,ゲーム,ヘッドセット,21998,9,20.0,クレジットカード,鈴木
ORD028177,2024-02-26,東京店,衣類,Tシャツ,22681,4,,交通系IC,鈴木
ORD028178,2024-06-27,福岡店,家電,イヤホン,6123,2,,クレジットカード,伊藤
ORD028179,2024年08月05日,名古屋店,ゲーム,コントローラー,9260,9,0.0,PayPay,渡辺
ORD028180,2024年09月17日,大阪店,ゲーム,ゲームソフト,8135,8,20.0,現金,山本
ORD028181,2024-06-30,広島店,美容,日焼け止め,17577,10,0.0,クレジットカード,高橋
ORD028182,2024-03-27,オンライン,美容,シャンプー,27835,10,5.0,PayPay,佐藤
ORD028183,2024年05月25日,大阪店,美容,BBクリーム,不明,6,,現金,鈴木
ORD028184,2024-02-21,名古屋店,スポーツ ,ダンベル,9985,1,,現金,伊藤
ORD028185,2024/02/18,福岡店,スポーツ,ダンベル,14836,4,20.0,PayPay,田中
ORD028186,2024-08-11,,衣類,Tシャツ,19778,4,0.0,PayPay,鈴木
ORD028187,2024-05-18,福岡店,本,雑誌,29484,6,10.0,現金,伊藤
ORD028188,2024/04/15,名古屋店,本,小説,18625,10,0.0,PayPay,鈴木
ORD028189,2024-02-15,オンライン,衣類,ジャケット,16056,3,20.0,交通系IC,山本
ORD028190,2024-09-02,東京店,本,参考書,11571,2,,現金,山本
ORD028191,2024-10-16,オンライン ,ゲーム,コントローラー,1468,6,20.0,現金,渡辺
ORD028192,2024/08/29,大阪店,美容,BBクリーム,15236,3,0.0,PayPay,伊藤
ORD028193,2024-07-15,東京店,ゲーム,ゲームソフト,15822,5,0.0,クレジットカード,佐藤
ORD028194,2024-06-18,名古屋店,食品,水,13843,10,20.0,PayPay,伊藤
ORD028195,2024年12月10日,オンライン,衣類,靴下,29574,10,,交通系IC,高橋
ORD028196,2024-07-12,広島店,スポーツ,プロテイン,29236,10,,交通系IC,伊藤
ORD028197,2024-11-16,福岡店,美容,シャンプー,1098,3,0.0,クレジットカード,高橋
ORD028198,2024-01-24,名古屋店,衣類,靴下,18189,1,0.0,現金,山本
ORD028199,2024-03-03,名古屋店,美容,化粧水,22788,5,0.0,現金,伊藤
ORD028200,2024-03-06,広島店,ゲーム,コントローラー,2895,3,0.0,交通系IC,伊藤
ORD028201,2024-11-09,福岡店 ,スポーツ,シューズ,28050,10,10.0,現金,田中
ORD028202,2024-10-25,名古屋店,ゲーム,ゲームソフト,29663,8,0.0,PayPay,田中
ORD028203,2024-04-04,東京店,本,参考書,13024,5,0.0,クレジットカード,山本
ORD028204,2024-10-13,オンライン,ゲーム,ゲームソフト,21054,10,0.0,PayPay,渡辺
ORD028205,2024-05-30,福岡店,ゲーム,コントローラー,"¥28,104",10,0.0,現金,山本
ORD028206,2024年11月08日,オンライン,ゲーム,ヘッドセット,12027,4,,PayPay,伊藤
ORD028207,2024-12-24,東京店,ゲーム,コントローラー,12518,7,10.0,PayPay,山本
ORD028208,2024-09-23,名古屋店,美容,BBクリーム,25145,3,,現金,鈴木
ORD028209,2024-03-30,オンライン,家電,マウス,9099,3,0.0,クレジットカード,山本
ORD028210,2024-04-07,オンライン,食品,カップ麺,16265,9,0.0,交通系IC,伊藤
ORD028211,2024-02-16,名古屋店,本,参考書,不明,8,,PayPay,佐藤
ORD028212,2024-09-03,名古屋店,スポーツ,プロテイン,21616,6,0.0,PayPay,伊藤
ORD028213,2024-05-28,福岡店,スポーツ,ヨガマット,15712,8,20.0,現金,高橋
ORD028214,2024-07-18,東京店,衣類,靴下,15368,,10.0,クレジットカード,山本
ORD028215,2024-08-25,大阪店,スポーツ,プロテイン,12984,7,0.0,PayPay,鈴木
ORD028216,2024-03-08,福岡店,美容,BBクリーム,27265,7,0.0,現金,鈴木
ORD028217,2024-05-03,福岡店,本,雑誌,16716,3,0.0,交通系IC,高橋
ORD028218,2024-05-11,名古屋店,家電,イヤホン,7123,8,5.0,クレジットカード,鈴木
ORD028219,2024-12-17,オンライン,本,漫画,11943,6,0.0,現金,鈴木
ORD028220,2024-05-04,福岡店,本,漫画,11466,5,0.0,現金,佐藤
